Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn,Basic,Premium,Standard,Annual,Monthly,Quarterly
21,0,19,20,8,24,494,9,1,1,0,0,0,1,0
45,0,25,25,10,22,866,14,1,0,0,1,1,0,0
45,1,26,7,10,16,588,4,1,1,0,0,1,0,0
56,0,52,7,7,21,199,17,1,0,1,0,1,0,0
48,0,55,9,7,30,657,8,1,0,0,1,0,0,1
18,0,31,25,8,30,612,30,1,0,0,1,1,0,0
27,0,49,24,5,23,847,26,1,0,0,1,0,1,0
45,0,58,4,9,27,602,12,1,0,0,1,0,1,0
19,1,51,20,10,29,114,8,1,1,0,0,1,0,0
31,1,30,19,10,22,797,24,1,0,1,0,0,1,0
42,1,1,1,5,14,558,2,1,0,1,0,1,0,0
60,0,59,28,1,25,696,25,1,0,1,0,0,1,0
41,1,28,1,6,16,396,2,1,0,0,1,0,0,1
47,1,39,1,10,21,845,13,1,0,0,1,0,1,0
26,0,26,13,7,27,452,1,1,1,0,0,1,0,0
26,0,31,9,10,27,607,26,1,1,0,0,0,1,0
55,1,48,15,9,27,546,25,1,0,0,1,1,0,0
24,0,39,27,7,30,525,3,1,1,0,0,0,1,0
60,1,31,17,9,21,804,23,1,0,1,0,0,0,1
50,1,55,1,7,22,162,11,1,1,0,0,0,1,0
63,0,41,11,10,24,872,14,1,0,1,0,1,0,0
58,1,26,29,7,17,788,15,1,0,0,1,1,0,0
43,1,52,30,7,27,290,21,1,0,1,0,0,0,1
60,0,36,2,9,29,233,30,1,0,1,0,0,0,1
31,0,53,4,5,23,924,26,1,0,1,0,0,0,1
19,1,42,12,6,25,692,13,1,0,1,0,1,0,0
63,0,33,5,4,26,813,27,1,0,1,0,0,0,1
28,1,60,16,10,19,602,12,1,0,1,0,0,0,1
62,0,10,21,6,25,240,19,1,0,1,0,0,0,1
50,1,45,13,7,21,339,7,1,1,0,0,1,0,0
45,0,47,21,6,16,821,14,1,0,1,0,1,0,0
23,0,17,26,4,30,892,26,1,0,0,1,0,1,0
28,0,28,19,1,29,449,10,1,0,1,0,0,0,1
20,0,27,12,8,29,718,12,1,1,0,0,0,1,0
63,0,42,15,9,30,730,12,1,0,1,0,1,0,0
24,0,52,23,8,23,113,17,1,0,0,1,1,0,0
62,0,45,1,2,21,265,21,1,1,0,0,0,1,0
18,1,39,19,9,19,577,4,1,0,0,1,0,0,1
59,0,46,17,1,23,834,10,1,1,0,0,0,1,0
49,1,28,16,5,23,301,17,1,1,0,0,0,0,1
27,0,44,20,4,24,446,17,1,1,0,0,0,0,1
57,1,60,5,8,11,219,26,1,1,0,0,0,0,1
61,1,50,11,8,18,905,24,1,0,1,0,0,0,1
42,0,20,1,5,22,194,2,1,0,1,0,0,0,1
44,1,44,20,6,19,147,29,1,0,1,0,1,0,0
18,1,25,28,7,25,610,25,1,1,0,0,0,1,0
40,0,53,14,9,21,703,5,1,1,0,0,0,0,1
20,1,49,20,6,20,519,20,1,1,0,0,0,0,1
21,0,40,14,0,24,198,2,1,0,0,1,0,1,0
55,0,49,26,5,28,720,13,1,0,0,1,1,0,0
55,0,43,10,10,20,783,2,1,0,1,0,0,1,0
46,1,40,24,10,21,751,17,1,1,0,0,1,0,0
45,1,44,28,5,23,683,22,1,0,0,1,1,0,0
23,0,18,2,1,12,275,13,1,0,0,1,1,0,0
26,0,15,13,4,22,990,14,1,0,0,1,0,1,0
43,1,26,14,9,18,906,5,1,0,1,0,0,1,0
55,1,31,27,8,22,912,22,1,1,0,0,0,1,0
60,0,46,26,8,24,776,6,1,0,0,1,0,1,0
38,1,58,27,6,27,535,5,1,0,1,0,1,0,0
31,0,58,11,9,23,157,20,1,0,0,1,0,0,1
39,0,24,19,8,20,373,23,1,0,1,0,1,0,0
41,0,45,17,5,18,649,26,1,0,1,0,0,0,1
57,0,51,14,5,28,691,5,1,1,0,0,0,1,0
47,0,8,10,9,28,113,8,1,1,0,0,1,0,0
56,0,20,5,6,30,289,11,1,0,0,1,1,0,0
27,1,26,12,9,17,180,26,1,0,1,0,1,0,0
55,0,46,11,6,23,543,24,1,0,1,0,0,1,0
61,0,45,30,3,28,249,25,1,0,0,1,1,0,0
32,1,26,9,8,16,120,10,1,1,0,0,0,1,0
36,0,47,2,10,27,866,29,1,0,0,1,1,0,0
21,1,51,17,6,28,915,10,1,1,0,0,0,1,0
36,1,41,16,8,25,815,10,1,1,0,0,0,0,1
43,0,37,4,10,29,114,3,1,0,0,1,0,0,1
19,1,30,22,8,18,204,5,1,0,1,0,1,0,0
43,1,53,23,10,24,813,29,1,0,1,0,0,1,0
64,0,23,13,9,29,214,15,1,0,1,0,0,1,0
53,0,25,17,2,27,718,6,1,0,1,0,0,1,0
54,1,54,2,7,0,231,29,1,1,0,0,1,0,0
45,0,50,11,1,24,323,28,1,0,0,1,0,0,1
20,0,6,21,6,28,488,13,1,0,1,0,0,0,1
64,0,24,12,7,29,434,2,1,0,1,0,1,0,0
19,0,41,16,9,18,853,24,1,1,0,0,1,0,0
23,0,32,21,1,26,491,11,1,1,0,0,0,0,1
31,0,9,11,6,29,461,28,1,0,1,0,0,1,0
18,1,45,5,8,20,733,9,1,0,1,0,0,0,1
20,1,34,16,8,20,818,10,1,0,0,1,0,0,1
52,0,46,8,2,30,103,28,1,0,1,0,0,0,1
37,0,35,2,10,17,698,30,1,0,0,1,0,1,0
36,0,29,5,7,27,718,19,1,0,0,1,0,1,0
37,0,58,20,5,24,626,10,1,1,0,0,0,1,0
43,0,48,22,1,28,281,3,1,0,1,0,1,0,0
43,1,59,9,7,16,956,6,1,1,0,0,0,1,0
32,0,27,7,9,28,382,7,1,1,0,0,0,0,1
54,0,37,30,7,19,531,21,1,0,1,0,0,1,0
47,0,56,29,6,21,858,30,1,0,1,0,1,0,0
64,0,27,15,9,24,699,9,1,1,0,0,1,0,0
29,1,33,1,7,23,319,18,1,1,0,0,1,0,0
40,0,11,13,7,25,306,7,1,1,0,0,0,0,1
58,0,14,3,5,12,625,2,1,0,0,1,0,0,1
61,0,35,23,10,26,779,13,1,0,0,1,1,0,0
54,0,42,3,8,6,366,6,1,0,0,1,0,1,0
53,1,44,9,7,16,393,4,1,0,1,0,0,0,1
40,0,60,14,6,17,242,18,1,0,0,1,0,1,0
30,1,49,25,8,28,132,15,1,0,1,0,1,0,0
59,1,58,29,8,20,519,2,1,0,1,0,0,1,0
55,1,55,6,10,27,338,13,1,0,0,1,0,1,0
53,1,34,17,6,16,155,25,1,0,0,1,0,0,1
23,0,27,29,9,23,775,30,1,0,1,0,0,0,1
28,0,28,9,7,26,226,17,1,0,0,1,1,0,0
58,0,38,17,5,22,568,2,1,0,0,1,1,0,0
41,0,44,23,5,21,561,15,1,0,1,0,0,0,1
46,1,24,11,6,21,121,14,1,0,0,1,1,0,0
25,0,36,3,7,21,933,12,1,0,0,1,1,0,0
42,0,53,30,10,20,935,6,1,1,0,0,0,1,0
54,0,25,18,8,22,954,8,1,1,0,0,0,1,0
62,1,47,22,7,26,106,30,1,0,0,1,1,0,0
24,0,20,27,9,30,129,30,1,1,0,0,0,1,0
54,0,22,4,10,5,246,16,1,0,0,1,0,1,0
59,1,25,23,7,27,828,24,1,0,1,0,1,0,0
53,0,52,20,5,29,867,24,1,0,0,1,0,1,0
53,1,39,4,5,20,306,4,1,0,1,0,0,1,0
20,0,20,21,2,21,388,14,1,0,1,0,1,0,0
43,0,59,16,5,30,670,30,1,0,1,0,1,0,0
28,1,60,23,8,28,393,2,1,0,1,0,1,0,0
54,0,53,21,9,27,482,4,1,0,0,1,1,0,0
44,0,50,14,8,28,742,27,1,0,1,0,1,0,0
37,1,2,3,8,24,739,24,1,1,0,0,0,1,0
40,0,49,26,8,20,561,28,1,1,0,0,1,0,0
38,1,47,25,5,18,675,28,1,0,1,0,0,0,1
24,1,56,1,5,20,507,14,1,1,0,0,1,0,0
48,0,43,29,6,20,651,16,1,1,0,0,0,0,1
34,0,42,22,3,27,439,23,1,0,0,1,0,1,0
21,1,41,25,6,17,841,17,1,1,0,0,1,0,0
65,0,26,7,9,21,768,19,1,0,0,1,0,1,0
29,0,58,22,0,30,337,24,1,0,1,0,1,0,0
35,1,43,27,8,23,563,24,1,0,0,1,1,0,0
18,0,26,7,9,19,363,29,1,0,1,0,0,0,1
55,1,44,22,10,19,812,9,1,0,0,1,0,1,0
58,1,37,8,10,22,117,23,1,0,1,0,0,1,0
61,0,25,18,1,30,498,14,1,0,1,0,1,0,0
55,0,45,25,10,21,285,27,1,0,0,1,1,0,0
65,0,37,11,10,27,203,4,1,1,0,0,1,0,0
34,0,7,5,9,28,300,20,1,0,1,0,0,1,0
53,1,52,13,8,29,730,29,1,1,0,0,0,1,0
61,0,31,7,7,21,643,19,1,0,1,0,0,1,0
35,0,48,16,7,21,354,7,1,1,0,0,0,0,1
28,0,48,10,7,29,400,6,1,0,0,1,0,1,0
51,0,28,2,7,2,728,30,1,0,1,0,0,0,1
51,1,11,3,10,25,761,21,1,0,0,1,0,1,0
38,1,57,12,6,28,502,7,1,0,0,1,0,1,0
54,0,54,2,7,16,277,30,1,0,0,1,0,0,1
19,0,29,9,6,26,126,9,1,0,0,1,0,0,1
29,1,38,1,1,15,181,29,1,0,1,0,1,0,0
48,0,23,14,1,29,655,14,1,1,0,0,0,1,0
36,0,59,15,1,30,276,22,1,1,0,0,0,1,0
51,1,60,26,6,25,831,10,1,0,0,1,1,0,0
52,0,60,4,0,25,376,25,1,0,1,0,0,0,1
41,1,33,26,8,23,746,6,1,0,1,0,0,1,0
60,0,42,13,3,27,522,22,1,0,0,1,0,1,0
55,0,56,4,5,12,782,17,1,0,1,0,1,0,0
44,1,47,17,8,27,702,30,1,0,0,1,0,0,1
42,0,48,5,5,20,964,29,1,0,0,1,1,0,0
49,1,50,16,7,23,502,15,1,0,0,1,0,1,0
38,1,60,30,5,28,763,19,1,0,1,0,0,1,0
25,1,2,1,2,15,321,19,1,0,1,0,1,0,0
20,0,14,30,8,21,285,9,1,0,0,1,1,0,0
51,0,25,27,2,21,119,17,1,0,0,1,0,1,0
30,0,24,4,6,20,997,1,1,0,0,1,1,0,0
32,0,46,9,2,24,881,11,1,0,1,0,0,1,0
42,1,43,2,10,24,671,14,1,0,0,1,0,0,1
24,1,49,16,5,16,870,13,1,0,0,1,0,0,1
54,0,14,17,0,23,146,5,1,0,1,0,0,1,0
32,0,47,22,1,21,292,6,1,0,1,0,0,1,0
45,0,46,24,3,28,595,1,1,0,1,0,0,1,0
44,0,6,22,1,26,612,14,1,0,1,0,0,1,0
52,1,51,23,6,28,219,22,1,1,0,0,0,0,1
19,0,56,30,9,26,140,14,1,0,1,0,0,0,1
19,0,57,3,7,18,888,29,1,0,0,1,1,0,0
58,0,50,22,8,22,411,17,1,0,1,0,1,0,0
47,0,27,25,2,30,961,1,1,1,0,0,0,1,0
35,0,27,7,7,19,831,16,1,0,1,0,0,0,1
24,1,14,2,6,29,160,7,1,0,1,0,1,0,0
51,1,35,30,9,25,399,21,1,0,1,0,0,0,1
46,1,49,29,5,27,919,28,1,1,0,0,1,0,0
65,1,22,3,7,1,680,6,1,0,1,0,0,1,0
21,1,50,24,10,23,262,21,1,0,0,1,0,1,0
19,1,59,21,10,28,481,29,1,1,0,0,0,0,1
49,1,49,5,7,21,189,5,1,0,0,1,0,0,1
26,1,49,9,7,28,235,3,1,1,0,0,0,0,1
61,0,20,25,0,23,297,15,1,0,1,0,0,0,1
36,0,52,21,10,29,529,11,1,0,1,0,1,0,0
55,0,41,1,4,29,739,6,1,0,1,0,1,0,0
62,0,25,25,6,27,153,13,1,1,0,0,0,0,1
42,0,44,23,9,27,618,21,1,0,1,0,0,0,1
42,0,47,25,8,18,273,20,1,0,0,1,0,1,0
32,1,37,5,6,20,844,3,1,0,1,0,0,0,1
65,0,55,29,3,23,362,3,1,0,1,0,0,0,1
43,0,47,2,9,22,577,27,1,0,1,0,0,1,0
62,0,48,29,6,27,352,16,1,0,1,0,1,0,0
45,0,58,17,5,30,308,28,1,0,0,1,0,0,1
30,1,36,8,6,18,378,9,1,0,1,0,0,0,1
37,0,32,7,2,23,804,14,1,0,0,1,0,1,0
47,0,14,1,6,25,971,26,1,0,1,0,0,1,0
39,0,49,1,8,17,345,25,1,1,0,0,1,0,0
30,0,40,25,7,27,886,5,1,1,0,0,0,1,0
57,1,29,7,9,26,265,29,1,0,0,1,0,0,1
48,0,40,20,5,20,228,8,1,0,1,0,0,0,1
53,0,46,5,10,19,728,29,1,0,1,0,0,1,0
48,0,43,24,1,23,684,18,1,0,0,1,0,1,0
35,0,17,10,9,26,270,14,1,1,0,0,1,0,0
30,0,21,28,0,24,336,6,1,0,1,0,0,1,0
20,0,16,8,10,30,826,5,1,0,1,0,0,1,0
62,0,59,27,7,16,821,28,1,1,0,0,0,1,0
35,0,27,4,0,22,177,4,1,0,0,1,0,1,0
41,1,52,23,10,25,584,7,1,1,0,0,1,0,0
65,0,53,11,8,29,640,25,1,1,0,0,1,0,0
34,0,43,17,9,20,921,26,1,0,1,0,0,1,0
30,0,8,28,9,21,720,11,1,1,0,0,0,1,0
38,1,31,30,6,23,804,27,1,0,0,1,0,1,0
20,0,25,17,5,17,891,7,1,0,1,0,0,1,0
31,0,24,6,9,18,190,1,1,0,0,1,0,0,1
62,1,36,16,8,30,713,17,1,0,0,1,1,0,0
43,0,6,20,8,21,199,25,1,1,0,0,0,1,0
54,0,2,15,1,26,970,21,1,0,0,1,0,1,0
44,1,46,30,7,19,549,16,1,0,1,0,0,0,1
32,0,25,9,4,27,456,6,1,1,0,0,0,1,0
35,1,53,25,9,24,139,27,1,0,1,0,0,0,1
61,0,23,3,5,10,770,20,1,1,0,0,0,1,0
52,0,38,12,5,26,721,11,1,0,1,0,0,1,0
41,1,44,9,7,19,327,24,1,0,0,1,1,0,0
21,0,54,6,7,29,746,30,1,0,1,0,0,1,0
48,1,33,13,7,24,621,18,1,0,1,0,1,0,0
46,0,44,16,10,17,992,24,1,1,0,0,1,0,0
63,0,22,4,4,16,216,27,1,0,0,1,1,0,0
33,0,25,20,5,25,736,14,1,1,0,0,0,1,0
40,1,41,7,9,19,382,19,1,1,0,0,0,1,0
53,0,39,5,2,29,418,5,1,1,0,0,1,0,0
43,1,27,28,7,21,442,26,1,1,0,0,0,0,1
53,0,4,16,9,27,703,13,1,1,0,0,0,1,0
31,0,32,15,9,24,895,12,1,1,0,0,1,0,0
62,0,46,25,7,25,596,13,1,1,0,0,1,0,0
29,1,24,15,8,22,777,16,1,0,0,1,0,1,0
48,0,33,4,7,19,499,25,1,0,0,1,1,0,0
27,1,4,2,10,8,725,25,1,0,0,1,1,0,0
47,0,27,19,8,29,702,2,1,1,0,0,1,0,0
61,0,33,1,7,23,508,17,1,0,0,1,0,0,1
37,0,40,10,0,26,413,4,1,0,0,1,0,0,1
40,0,30,2,3,24,533,9,1,1,0,0,0,1,0
41,0,33,14,10,30,451,11,1,0,1,0,1,0,0
23,1,34,17,8,20,126,10,1,0,1,0,1,0,0
20,1,51,8,6,24,111,18,1,0,0,1,0,1,0
58,1,33,22,9,27,805,18,1,0,1,0,1,0,0
20,0,37,20,6,25,456,28,1,0,1,0,1,0,0
35,0,2,6,1,21,632,26,1,0,0,1,0,1,0
37,1,49,29,8,25,189,4,1,0,0,1,0,0,1
37,1,38,7,8,27,578,22,1,1,0,0,0,1,0
65,1,52,4,6,22,341,11,1,0,0,1,1,0,0
20,0,16,27,6,26,670,2,1,0,1,0,0,1,0
35,0,47,11,10,17,815,7,1,1,0,0,1,0,0
36,0,42,18,8,16,472,28,1,0,1,0,0,0,1
51,0,15,26,10,25,244,1,1,1,0,0,0,0,1
64,0,52,21,1,30,541,30,1,0,1,0,0,1,0
63,1,49,20,5,24,629,19,1,0,0,1,0,1,0
64,1,47,5,5,24,644,9,1,0,0,1,0,0,1
64,1,53,18,7,24,800,21,1,0,0,1,0,0,1
32,0,57,13,1,26,594,23,1,0,0,1,0,1,0
27,0,56,7,5,17,668,5,1,0,0,1,1,0,0
30,1,45,26,5,24,224,12,1,0,0,1,0,1,0
31,0,12,10,4,22,461,14,1,1,0,0,0,0,1
56,0,53,11,4,22,374,25,1,1,0,0,1,0,0
20,1,49,22,10,18,668,21,1,0,0,1,1,0,0
37,1,11,2,1,27,259,6,1,0,1,0,1,0,0
50,0,42,22,6,20,452,19,1,0,0,1,1,0,0
24,1,48,15,6,24,886,22,1,0,0,1,0,0,1
38,1,48,6,6,20,225,26,1,1,0,0,1,0,0
23,0,57,13,0,25,394,7,1,1,0,0,1,0,0
26,0,58,22,9,24,721,21,1,0,1,0,1,0,0
23,0,33,30,8,18,802,22,1,0,1,0,1,0,0
33,0,47,11,8,16,820,3,1,1,0,0,0,1,0
48,0,52,5,7,28,696,1,1,0,1,0,0,1,0
65,1,51,4,7,29,530,8,1,0,1,0,1,0,0
19,1,31,7,10,26,854,9,1,0,0,1,1,0,0
61,0,54,14,9,21,154,24,1,0,0,1,1,0,0
34,0,47,16,6,24,736,28,1,0,1,0,1,0,0
29,1,51,11,5,27,260,5,1,0,1,0,0,1,0
19,1,41,2,7,17,126,29,1,1,0,0,0,0,1
20,1,42,7,5,23,736,22,1,0,1,0,0,0,1
63,0,40,25,8,27,826,29,1,1,0,0,0,0,1
58,1,40,27,8,20,650,24,1,1,0,0,1,0,0
26,0,39,27,9,16,851,8,1,1,0,0,0,0,1
62,1,46,29,10,23,670,12,1,0,0,1,0,0,1
39,0,50,26,3,22,223,23,1,0,0,1,1,0,0
60,0,5,30,7,29,819,29,1,1,0,0,0,1,0
26,1,30,9,10,16,1000,2,1,0,1,0,0,0,1
32,0,41,16,5,30,755,7,1,0,1,0,1,0,0
64,0,53,22,8,16,201,12,1,0,0,1,1,0,0
60,0,60,6,10,24,114,17,1,0,1,0,0,1,0
18,0,8,2,6,1,441,7,1,0,0,1,1,0,0
29,0,55,18,10,27,425,11,1,0,0,1,1,0,0
60,1,32,4,6,14,395,28,1,0,0,1,1,0,0
45,1,56,8,6,20,754,6,1,0,0,1,1,0,0
49,0,3,4,8,25,339,27,1,0,1,0,0,1,0
61,0,42,10,8,25,141,19,1,0,0,1,1,0,0
60,1,30,13,7,27,275,17,1,0,0,1,0,1,0
61,0,6,16,0,29,344,18,1,0,0,1,1,0,0
22,0,24,26,1,26,226,11,1,0,1,0,0,0,1
65,1,51,5,5,20,531,1,1,1,0,0,0,1,0
62,1,37,5,5,19,134,7,1,1,0,0,0,1,0
23,1,47,13,6,19,679,13,1,0,1,0,1,0,0
22,0,29,27,5,30,349,1,1,1,0,0,0,0,1
42,0,9,8,0,30,251,2,1,1,0,0,1,0,0
43,0,40,28,1,26,393,18,1,0,1,0,0,0,1
62,1,35,23,8,16,772,17,1,1,0,0,0,1,0
59,1,36,24,9,23,763,17,1,0,1,0,0,0,1
38,1,36,1,7,30,864,16,1,0,0,1,0,1,0
44,1,48,2,7,20,535,20,1,1,0,0,1,0,0
36,0,26,22,10,29,786,1,1,0,0,1,0,0,1
52,1,4,3,5,23,146,29,1,0,0,1,1,0,0
54,0,12,23,9,25,362,6,1,0,0,1,0,0,1
53,0,22,11,10,26,984,29,1,0,1,0,0,1,0
58,0,60,19,8,18,495,24,1,1,0,0,1,0,0
56,0,19,25,6,26,399,30,1,0,0,1,0,0,1
36,0,40,13,10,26,731,5,1,0,0,1,0,1,0
58,1,53,5,8,9,436,14,1,0,0,1,0,0,1
36,1,59,25,6,26,268,10,1,0,1,0,1,0,0
31,0,54,1,0,22,382,27,1,0,1,0,0,0,1
45,1,59,29,6,22,420,12,1,0,1,0,1,0,0
65,0,32,13,10,25,696,7,1,0,1,0,0,0,1
47,0,46,6,7,29,517,19,1,0,1,0,0,0,1
41,1,24,26,9,26,801,3,1,1,0,0,0,1,0
60,0,41,3,9,28,924,18,1,0,0,1,1,0,0
20,0,40,12,5,24,770,14,1,0,1,0,1,0,0
42,0,46,16,8,26,196,21,1,0,0,1,0,0,1
26,0,15,27,8,25,301,10,1,0,0,1,1,0,0
48,0,30,1,5,29,931,24,1,0,0,1,1,0,0
43,0,35,16,7,23,816,12,1,0,1,0,0,1,0
53,1,55,27,10,24,307,23,1,0,0,1,0,1,0
42,1,51,2,8,22,736,14,1,0,0,1,1,0,0
37,0,28,26,5,17,503,18,1,0,0,1,1,0,0
18,0,22,26,4,23,439,29,1,0,0,1,0,1,0
53,1,56,20,8,22,309,14,1,0,1,0,1,0,0
56,1,35,4,8,2,346,25,1,1,0,0,0,1,0
26,0,54,12,3,23,394,18,1,0,0,1,0,0,1
48,0,15,19,10,27,318,6,1,0,0,1,0,0,1
49,0,52,4,5,22,860,1,1,0,1,0,0,0,1
64,0,18,30,0,29,109,27,1,0,1,0,1,0,0
56,0,39,2,0,5,233,10,1,0,1,0,1,0,0
43,0,47,24,10,18,916,5,1,1,0,0,0,0,1
29,1,60,21,5,26,722,16,1,0,1,0,0,1,0
51,0,48,1,10,28,884,17,1,1,0,0,1,0,0
62,0,52,1,9,7,193,14,1,0,1,0,0,1,0
27,0,37,30,10,27,714,1,1,0,1,0,1,0,0
64,1,48,6,5,30,542,10,1,0,0,1,1,0,0
21,1,31,27,5,22,386,23,1,0,1,0,0,1,0
60,0,29,22,5,27,888,16,1,0,1,0,0,0,1
59,0,44,20,5,19,232,9,1,0,0,1,0,0,1
58,1,27,4,7,26,375,21,1,1,0,0,0,1,0
30,1,35,30,5,25,126,27,1,0,0,1,0,0,1
31,0,21,14,6,25,414,8,1,0,1,0,1,0,0
65,0,19,24,2,24,136,17,1,0,1,0,0,0,1
48,1,54,15,7,18,131,11,1,0,0,1,0,0,1
59,1,25,4,4,5,659,27,1,1,0,0,0,1,0
28,1,24,30,7,27,988,5,1,1,0,0,1,0,0
28,0,47,4,7,30,587,24,1,1,0,0,0,0,1
20,1,35,29,9,26,293,2,1,0,1,0,1,0,0
53,1,35,5,6,12,951,16,1,1,0,0,0,0,1
35,0,31,20,8,21,643,8,1,0,1,0,1,0,0
58,0,40,9,8,20,496,12,1,1,0,0,1,0,0
35,1,31,27,5,30,108,18,1,0,0,1,1,0,0
43,1,29,18,5,21,834,12,1,0,0,1,0,1,0
63,0,30,19,10,29,308,12,1,0,1,0,0,0,1
53,0,47,26,4,28,376,15,1,1,0,0,0,0,1
20,0,43,3,5,30,447,24,1,0,1,0,1,0,0
47,1,17,2,8,20,128,30,1,0,0,1,1,0,0
55,1,47,3,7,22,522,12,1,0,0,1,0,1,0
19,0,21,9,0,27,915,9,1,1,0,0,0,1,0
26,0,25,22,8,19,359,10,1,0,0,1,0,1,0
26,0,43,2,1,21,788,3,1,0,1,0,0,1,0
57,1,51,29,5,16,608,17,1,1,0,0,0,0,1
63,1,36,29,5,27,446,5,1,0,0,1,0,0,1
27,1,57,20,8,25,859,18,1,0,1,0,0,1,0
60,0,18,2,6,19,314,23,1,0,1,0,1,0,0
41,0,7,18,4,30,185,15,1,0,0,1,0,0,1
47,0,31,18,9,19,925,19,1,0,1,0,0,1,0
33,0,42,23,10,30,590,9,1,1,0,0,1,0,0
53,1,47,21,6,21,664,27,1,0,1,0,1,0,0
34,0,19,13,4,27,454,2,1,1,0,0,0,1,0
30,0,21,2,10,8,233,22,1,0,1,0,1,0,0
52,0,57,27,5,28,585,10,1,0,0,1,0,0,1
34,1,41,16,7,19,749,4,1,1,0,0,0,0,1
54,1,35,2,5,29,365,14,1,0,0,1,0,0,1
18,0,23,20,0,21,495,4,1,0,0,1,0,0,1
48,1,48,4,5,27,550,16,1,0,0,1,1,0,0
44,0,38,28,8,23,130,21,1,1,0,0,1,0,0
51,1,25,10,9,19,715,3,1,0,0,1,1,0,0
58,0,55,5,6,2,609,2,1,0,0,1,0,1,0
25,0,13,25,0,21,237,4,1,1,0,0,1,0,0
40,0,53,3,5,29,492,17,1,1,0,0,0,1,0
43,0,14,2,3,22,424,7,1,0,0,1,1,0,0
33,1,40,21,7,24,904,11,1,0,0,1,1,0,0
48,0,34,22,9,28,946,24,1,0,1,0,0,1,0
21,1,58,2,7,27,492,20,1,0,1,0,0,0,1
58,0,41,22,7,27,598,4,1,0,1,0,1,0,0
36,1,41,30,5,19,264,1,1,1,0,0,1,0,0
54,1,23,1,9,29,417,15,1,0,1,0,0,1,0
49,1,41,28,10,24,648,11,1,0,0,1,0,0,1
49,0,13,9,10,29,419,26,1,1,0,0,0,1,0
28,0,52,8,10,19,725,11,1,0,1,0,1,0,0
57,0,57,2,5,16,322,13,1,0,0,1,0,1,0
38,0,6,22,7,21,301,10,1,1,0,0,0,1,0
35,0,53,12,6,26,941,15,1,0,0,1,0,0,1
25,1,37,23,7,29,622,3,1,0,0,1,1,0,0
25,0,38,18,0,28,401,13,1,1,0,0,0,1,0
57,1,44,11,8,30,357,15,1,1,0,0,0,0,1
53,0,36,4,4,17,924,3,1,0,0,1,0,0,1
43,0,20,30,5,21,410,16,1,1,0,0,0,0,1
24,1,59,4,9,27,812,12,1,0,0,1,0,0,1
59,1,35,3,7,15,331,17,1,1,0,0,0,0,1
64,0,52,10,2,26,677,25,1,0,0,1,0,1,0
43,0,53,2,0,29,789,14,1,0,1,0,0,1,0
32,0,6,19,5,30,363,2,1,0,1,0,0,1,0
51,1,26,3,8,13,654,12,1,0,0,1,0,0,1
55,1,60,25,5,21,817,27,1,0,0,1,0,0,1
29,0,48,9,8,25,793,29,1,1,0,0,1,0,0
36,1,24,29,6,24,292,10,1,0,1,0,1,0,0
29,1,47,11,5,29,852,18,1,1,0,0,0,0,1
29,1,43,25,8,16,948,26,1,0,0,1,0,1,0
37,0,3,21,6,26,341,24,1,0,0,1,0,0,1
48,0,7,23,9,21,224,22,1,1,0,0,0,0,1
62,0,3,2,2,4,380,14,1,0,1,0,1,0,0
55,0,28,28,1,30,769,29,1,0,1,0,0,1,0
44,0,57,28,8,19,983,3,1,1,0,0,0,1,0
26,0,47,22,5,23,233,24,1,0,1,0,0,0,1
65,0,35,1,9,27,492,21,1,1,0,0,0,0,1
41,0,43,30,2,21,403,5,1,0,1,0,0,0,1
65,1,47,27,6,30,731,14,1,1,0,0,0,1,0
38,0,11,2,4,3,267,26,1,1,0,0,1,0,0
54,0,52,3,6,19,853,4,1,1,0,0,1,0,0
50,1,45,27,6,25,789,16,1,0,0,1,0,0,1
64,1,48,22,9,28,131,17,1,0,0,1,0,0,1
21,0,53,11,7,29,302,1,1,1,0,0,0,1,0
60,1,42,16,8,25,428,16,1,1,0,0,0,0,1
57,0,51,26,8,26,328,23,1,0,1,0,0,1,0
33,0,36,21,8,29,104,29,1,1,0,0,1,0,0
63,0,25,19,5,19,333,26,1,1,0,0,0,1,0
39,0,49,12,9,28,613,13,1,1,0,0,0,1,0
51,0,50,3,10,3,500,15,1,0,1,0,0,0,1
63,0,22,15,7,25,181,14,1,0,0,1,1,0,0
42,1,55,8,9,30,147,29,1,0,0,1,0,0,1
64,1,44,29,8,25,231,12,1,0,0,1,0,0,1
44,1,58,30,8,22,883,8,1,0,0,1,0,0,1
56,1,32,22,6,17,393,24,1,0,0,1,1,0,0
37,1,42,6,9,23,376,19,1,0,1,0,1,0,0
28,0,7,30,9,28,777,27,1,1,0,0,0,1,0
33,0,24,1,5,4,163,8,1,1,0,0,1,0,0
59,0,27,5,9,17,265,2,1,0,1,0,0,0,1
50,0,6,23,6,21,418,24,1,0,0,1,0,0,1
20,0,29,10,6,20,702,8,1,1,0,0,0,0,1
39,0,14,4,5,25,788,17,1,1,0,0,0,1,0
59,0,42,5,8,22,969,19,1,1,0,0,1,0,0
55,0,28,21,1,23,737,4,1,1,0,0,0,1,0
38,1,59,17,6,27,215,3,1,0,0,1,0,1,0
57,0,59,19,10,22,799,17,1,1,0,0,0,1,0
47,0,25,16,2,23,970,16,1,0,0,1,0,1,0
